"802427","35","1","","","","","","","","","","","0";
"802427","37","1","","","","","","","","","","","0";
"802427","39","1","","","","","","","","","","","0";
"802427","41","1","","","","","","","","","","","0";
"802427","43","1","","","","","","","","","","","0";
"802427","45","1","","","","","","","","","","","0";
"802427","47","1","","","","","","","","","","","0";
"802427","49","8","","","","","","","","","","","0";
"802427","51","1","","","","","","","","","","","0";
"802427","53","1","","","","","","","","","","","0";
"802427","57","1","","","","","","","","","","","0";
"802427","59","8","","","","","","","","","","","0";
"802427","61","1","","","","","","","","","","","0";
"802427","63","1","","","","","","","","","","","0";
"802427","65","1","","","","","","","","","","","0";
"802427","67","8","","","","","","","","","","","0";
"802427","69","1","","","","","","","","","","","0";
"802427","71","2","1","","","","","","","","","","0";
"802427","73","8","","","","","","","","","","","0";
"802427","75","1","","","","","","","","","","","0";
"802427","77","2","8","","","","","","","","","","0";
"802427","79","2","8","","","","","","","","","","0";
"802427","81","1","","","","","","","","","","","0";
"802427","83","1","","","","","","","","","","","0";
"802427","87","2","8","","","","","","","","","","0";
"802427","89","2","","","","","","","","","","","0";
"802427","95","1","","","","","","","","","","","0";
"802427","97","2","1","","","","","","","","","","0";
"802427","99","8","","","","","","","","","","","0";
"802427","101","1","","","","","","","","","","","0";
"802427","103","1","","","","","","","","","","","0";
"802427","105","1","","","","","","","","","","","0";
"802427","107","1","","","","","","","","","","","0";
"802427","109","2","8","","","","","","","","","","0";
"802427","111","2","8","","","","","","","","","","0";
"802427","113","2","8","","","","","","","","","","0";
"802427","115","2","8","","","","","","","","","","0";
"802427","117","8","","","","","","","","","","","0";
"802427","119","1","","","","","","","","","","","0";
"802427","12","1","","","","","","","","","","","0";
"802427","18","","","","","","","","","","","","0";
"802427","20","8","","","","","","","","","","","0";
"802427","52","1","","","","","","","","","","","0";
"802427","24","1","","","","","","","","","","","0";
"802427","4","1","","","","","","","","","","","0";
"802427","6","1","","","","","","","","","","","0";
"802427","28","2","","","","","","","","","","","0";
"802427","22","2","","","","","","","","","","","0";
"802427","30","1","","","","","","","","","","","0";
"802427","26","1","","","","","","","","","","","0";
"802427","34","2","8","","","","","","","","","","0";
"802427","32","2","8","","","","","","","","","","0";
"802427","8","1","","","","","","","","","","","0";
"802427","10","1","","","","","","","","","","","0";
"802427","14","1","","","","","","","","","","","0";
"802427","36","1","","","","","","","","","","","0";
"802427","40","","","","","","","","","","","","0";
"802427","42","1","","","","","","","","","","","0";
"802427","44","1","","","","","","","","","","","0";
"802427","46","1","","","","","","","","","","","0";
"802427","48","1","","","","","","","","","","","0";
"802427","54","1","","","","","","","","","","","0";
"802427","58","1","","","","","","","","","","","0";
"802427","56","2","8","","","","","","","","","","0";
"802427","60","8","1","","","","","","","","","","0";
"802427","62","2","8","","","","","","","","","","0";
"802427","64","1","","","","","","","","","","","0";
"802427","66","1","","","","","","","","","","","0";
"802427","68","1","","","","","","","","","","","0";
"802427","70","1","","","","","","","","","","","0";
"802427","72","","","","","","","","","","","","0";
"802427","74","1","","","","","","","","","","","0";
"802427","76","1","","","","","","","","","","","0";
"802427","80","2","","","","","","","","","","","0";
"802427","84","1","","","","","","","","","","","0";
"802427","86","2","8","","","","","","","","","","0";
"802427","88","1","","","","","","","","","","","0";
"802427","92","2","8","","","","","","","","","","0";
"802427","94","1","","","","","","","","","","","0";
"802427","96","8","","","","","","","","","","","0";
"802427","98","8","","","","","","","","","","","0";
"802427","100","2","","","","","","","","","","","0";
"802427","102","2","","","","","","","","","","","0";
"802427","104","1","","","","","","","","","","","0";
"802427","108","1","","","","","","","","","","","0";
"802428","23","2","","","","","","","","","","","0";
"802428","5","8","","","","","","","","","","","0";
"802428","9","2","8","","","","","","","","","","0";
"802428","11","1","","","","","","","","","","","0";
"802428","13","2","8","","","","","","","","","","0";
"802428","17","","","","","","","","","","","","0";
"802428","19","1","","","","","","","","","","","0";
"802428","7","1","","","","","","","","","","","0";
"802428","1","1","","","","","","","","","","","0";
"802428","15","1","","","","","","","","","","","0";
"802428","21","1","","","","","","","","","","","0";
"802428","3","2","","","","","","","","","","","0";
"802428","25","1","","","","","","","","","","","0";
"802428","2","8","","","","","","","","","","","0";
"802428","4","2","","","","","","","","","","","0";
"802428","6","1","","","","","","","","","","","0";
"802428","8","2","","","","","","","","","","","0";
"802428","14","1","","","","","","","","","","","0";
"802428","20","2","8","","","","","","","","","","0";
"802428","22","1","","","","","","","","","","","0";
"802428","26","1","","","","","","","","","","","0";
"802428","30","","","","","","","","","","","","0";
"802428","18","1","","","","","","","","","","","0";
"802428","34","1","","","","","","","","","","","0";
"802428","24","1","","","","","","","","","","","0";
"802428","12","1","","","","","","","","","","","0";
"802428","28","8","","","","","","","","","","","0";
"802428","36","1","","","","","","","","","","","0";
"802428","38","1","","","","","","","","","","","0";
"802428","16","1","","","","","","","","","","","0";
"802428","40","2","8","","","","","","","","","","0";
"802450","99","1","","","","","","","","","","","0";
"802450","41","1","","","","","","","","","","","0";
"802450","103","","","","","","","","","","","","0";
"802450","109","2","8","","","","","","","","","","0";
"802450","119","1","","","","","","","","","","","0";
"802450","45","1","","","","","","","","","","","0";
"802450","31","1","","","","","","","","","","","0";
"802450","9","1","","","","","","","","","","","0";
"802450","1","1","","","","","","","","","","","0";
"802450","13","1","","","","","","","","","","","0";
"802450","47","1","","","","","","","","","","","0";
"802450","39","8","","","","","","","","","","","0";
"802450","59","1","","","","","","","","","","","0";
"802450","83","2","","","","","","","","","","","0";
"802450","53","8","","","","","","","","","","","0";
"802450","117","1","","","","","","","","","","","0";
"802450","11","1","","","","","","","","","","","0";
"802450","55","8","","","","","","","","","","","0";
"802450","115","2","","","","","","","","","","","0";
"802450","81","2","","","","","","","","","","","0";
"802450","57","8","","","","","","","","","","","0";
"802450","67","1","","","","","","","","","","","0";
"802450","105","","","","","","","","","","","","0";
"802450","73","1","","","","","","","","","","","0";
"802450","101","1","","","","","","","","","","","0";
"802450","89","1","","","","","","","","","","","0";
"802450","111","2","8","","","","","","","","","","0";
"802450","121","1","","","","","","","","","","","0";
"802450","75","1","","","","","","","","","","","0";
"802450","97","2","8","","","","","","","","","","0";
"802450","51","2","8","","","","","","","","","","0";
"802450","85","1","","","","","","","","","","","0";
"802450","23","1","","","","","","","","","","","0";
"802450","25","1","","","","","","","","","","","0";
"802450","95","1","","","","","","","","","","","0";
"802450","69","1","","","","","","","","","","","0";
"802450","79","2","8","","","","","","","","","","0";
"802450","77","1","","","","","","","","","","","0";
"802450","27","1","","","","","","","","","","","0";
"802450","107","","","","","","","","","","","","0";
"802450","113","","","","","","","","","","","","0";
"802450","123","2","8","","","","","","","","","","0";
"802450","125","2","8","","","","","","","","","","0";
"802450","127","2","8","","","","","","","","","","0";
"802450","49","1","","","","","","","","","","","0";
"802450","129","","","","","","","","","","","","0";
"802450","131","2","","","","","","","","","","","0";
"802450","133","1","","","","","","","","","","","0";
"802450","106","2","8","","","","","","","","","","0";
"802450","16","1","","","","","","","","","","","0";
"802450","90","1","","","","","","","","","","","0";
"802450","94","1","","","","","","","","","","","0";
"802450","96","1","","","","","","","","","","","0";
"802450","98","2","8","","","","","","","","","","0";
"802450","60","1","","","","","","","","","","","0";
"802450","84","1","","","","","","","","","","","0";
"802450","18","1","","","","","","","","","","","0";
"802450","56","1","","","","","","","","","","","0";
"802450","78","2","8","","","","","","","","","","0";
"802450","64","1","","","","","","","","","","","0";
"802450","2","1","","","","","","","","","","","0";
"802450","20","1","","","","","","","","","","","0";
"802450","14","1","","","","","","","","","","","0";
"802450","68","1","","","","","","","","","","","0";
"802450","42","1","","","","","","","","","","","0";
"802450","52","2","","","","","","","","","","","0";
"802450","46","8","","","","","","","","","","","0";
"802450","44","1","","","","","","","","","","","0";
"802450","26","1","","","","","","","","","","","0";
"802450","36","1","","","","","","","","","","","0";
"802450","58","8","","","","","","","","","","","0";
"802450","86","8","","","","","","","","","","","0";
"802450","66","2","","","","","","","","","","","0";
"802450","30","1","","","","","","","","","","","0";
"802450","88","1","","","","","","","","","","","0";
"802450","108","2","8","","","","","","","","","","0";
"802450","112","1","","","","","","","","","","","0";
"802450","8","1","","","","","","","","","","","0";
"802450","28","1","","","","","","","","","","","0";
"802450","92","1","","","","","","","","","","","0";
"802450","100","1","","","","","","","","","","","0";
"802450","102","2","8","","","","","","","","","","0";
"802450","62","1","","","","","","","","","","","0";
"802450","70","1","","","","","","","","","","","0";
"802450","10","1","","","","","","","","","","","0";
"802450","72","2","8","","","","","","","","","","0";
"802450","80","1","","","","","","","","","","","0";
"802450","82","1","","","","","","","","","","","0";
"802450","76","","","","","","","","","","","","0";
"802450","110","2","8","","","","","","","","","","0";
"802450","104","","","","","","","","","","","","0";
"802450","54","1","","","","","","","","","","","0";
"802450","114","2","8","","","","","","","","","","0";
"802450","116","2","8","","","","","","","","","","0";
"802450","118","2","8","","","","","","","","","","0";
"802450","120","2","8","","","","","","","","","","0";
"802450","34","1","","","","","","","","","","","0";
"802450","122","1","","","","","","","","","","","0";
"802450","124","1","","","","","","","","","","","0";
"802452","7","1","","","","","","","","","","","0";
"802452","9","1","","","","","","","","","","","0";
"802452","55","2","8","","","","","","","","","","0";
"802452","45","1","","","","","","","","","","","0";
"802452","47","2","8","","","","","","","","","","0";
"802452","15","1","","","","","","","","","","","0";
"802452","19","1","","","","","","","","","","","0";
"802452","21","1","","","","","","","","","","","0";
"802452","29","1","","","","","","","","","","","0";
"802452","27","1","","","","","","","","","","","0";
"802452","49","2","8","","","","","","","","","","0";
"802452","37","1","","","","","","","","","","","0";
"802452","39","","","","","","","","","","","","0";
"802452","53","1","","","","","","","","","","","0";
"802452","57","2","8","","","","","","","","","","0";
"802452","59","2","8","","","","","","","","","","0";
"802452","61","","","","","","","","","","","","0";
"802452","63","","","","","","","","","","","","0";
"802452","46","2","8","","","","","","","","","","0";
"802452","44","1","","","","","","","","","","","0";
"802452","14","1","","","","","","","","","","","0";
"802452","10","1","","","","","","","","","","","0";
"802452","8","1","","","","","","","","","","","0";
"802452","48","2","8","","","","","","","","","","0";
"802452","12","1","","","","","","","","","","","0";
"802452","52","1","","","","","","","","","","","0";
"802452","54","2","8","","","","","","","","","","0";
"802452","56","","","","","","","","","","","","0";
"802453","1","1","","","","","","","","","","","0";
"802453","7","1","","","","","","","","","","","0";
"802453","9","1","","","","","","","","","","","0";
"802453","11","1","","","","","","","","","","","0";
"802453","13","1","","","","","","","","","","","0";
"802453","21","1","","","","","","","","","","","0";
"802453","25","1","","","","","","","","","","","0";
"802453","17","1","","","","","","","","","","","0";
"802453","5","1","","","","","","","","","","","0";
"802453","27","1","","","","","","","","","","","0";
"802453","2","1","","","","","","","","","","","0";
"802453","4","1","","","","","","","","","","","0";
"802453","10","1","","","","","","","","","","","0";
"802453","12","1","","","","","","","","","","","0";
"802453","14","1","","","","","","","","","","","0";
"802453","18","1","","","","","","","","","","","0";
"802453","24","1","","","","","","","","","","","0";
"802453","16","1","","","","","","","","","","","0";
"802453","26","1","","","","","","","","","","","0";
"802453","28","1","","","","","","","","","","","0";
"802453","30","1","","","","","","","","","","","0";
"802454","43","1","","","","","","","","","","","0";
"802454","33","2","8","","","","","","","","","","0";
"802454","31","1","","","","","","","","","","","0";
"802454","1","1","","","","","","","","","","","0";
"802454","7","1","","","","","","","","","","","0";
"802454","11","1","","","","","","","","","","","0";
"802454","29","1","","","","","","","","","","","0";
"802454","35","1","","","","","","","","","","","0";
"802454","53","1","","","","","","","","","","","0";
"802454","59","1","","","","","","","","","","","0";
"802454","13","1","","","","","","","","","","","0";
"802454","41","1","","","","","","","","","","","0";
"802454","37","1","","","","","","","","","","","0";
"802454","17","1","","","","","","","","","","","0";
"802454","49","1","","","","","","","","","","","0";
"802454","47","1","","","","","","","","","","","0";
"802454","19","1","","","","","","","","","","","0";
"802454","21","1","","","","","","","","","","","0";
"802454","45","1","","","","","","","","","","","0";
"802454","23","1","","","","","","","","","","","0";
"802454","39","2","8","","","","","","","","","","0";
"802454","61","1","","","","","","","","","","","0";
"802454","63","1","","","","","","","","","","","0";
"802454","50","1","","","","","","","","","","","0";
"802454","18","1","","","","","","","","","","","0";
"802454","12","1","","","","","","","","","","","0";
"802454","6","1","","","","","","","","","","","0";
"802454","8","1","","","","","","","","","","","0";
"802454","34","2","8","","","","","","","","","","0";
"802454","10","1","","","","","","","","","","","0";
"802454","32","1","","","","","","","","","","","0";
"802454","56","1","","","","","","","","","","","0";
"802454","4","1","","","","","","","","","","","0";
"802454","14","1","","","","","","","","","","","0";
"802454","26","1","","","","","","","","","","","0";
"802454","36","1","","","","","","","","","","","0";
"802454","20","1","","","","","","","","","","","0";
"802454","60","1","","","","","","","","","","","0";
"802454","38","1","","","","","","","","","","","0";
"802454","48","1","","","","","","","","","","","0";
"802454","2","1","","","","","","","","","","","0";
"802454","54","1","","","","","","","","","","","0";
"802454","52","1","","","","","","","","","","","0";
"802454","24","1","","","","","","","","","","","0";
"802454","46","1","","","","","","","","","","","0";
"802454","40","1","","","","","","","","","","","0";
"802454","58","2","8","","","","","","","","","","0";
"802454","28","1","","","","","","","","","","","0";
"808405","1","1","","","","","","","","","","","0";
"808405","3","1","","","","","","","","","","","0";
"808405","5","1","","","","","","","","","","","0";
"808405","7","1","","","","","","","","","","","0";
"808405","9","8","","","","","","","","","","","0";
"808405","11","1","","","","","","","","","","","0";
"808405","13","1","","","","","","","","","","","0";
"808405","15","","","","","","","","","","","","0";
"808405","17","1","","","","","","","","","","","0";
"808405","21","1","","","","","","","","","","","0";
"808405","23","","","","","","","","","","","","0";
"808405","25","2","8","","","","","","","","","","0";
"808405","29","1","","","","","","","","","","","0";
"808405","31","1","","","","","","","","","","","0";
"808405","33","1","","","","","","","","","","","0";
"808405","35","1","","","","","","","","","","","0";
"808405","37","1","","","","","","","","","","","0";
"808405","39","1","","","","","","","","","","","0";
"808405","43","6","4","3","5","","","","","","","","0";
"808405","45","1","","","","","","","","","","","0";
"808405","47","1","","","","","","","","","","","0";
"808405","53","1","","","","","","","","","","","0";
"808405","41","1","","","","","","","","","","","0";
"808405","49","8","","","","","","","","","","","0";
"808405","51","1","","","","","","","","","","","0";
"808405","55","8","1","","","","","","","","","","0";
"808405","57","1","","","","","","","","","","","0";
"808405","59","1","","","","","","","","","","","0";
"808405","61","7","","","","","","","","","","","0";
"808405","63","9","","","","","","","","","","","0";
"808405","65","9","","","","","","","","","","","0";
"808405","67","2","","","","","","","","","","","0";
"808405","71","1","","","","","","","","","","","0";
"808405","73","1","","","","","","","","","","","0";
"808405","77","1","","","","","","","","","","","0";
"808405","79","1","","","","","","","","","","","0";
"808405","83","1","","","","","","","","","","","0";
"808405","85","1","","","","","","","","","","","0";
"808405","89","8","","","","","","","","","","","0";
"808405","91","1","","","","","","","","","","","0";
"808405","93","7","","","","","","","","","","","0";
"808405","97","8","1","","","","","","","","","","0";
"808405","99","1","","","","","","","","","","","0";
"808405","87","1","","","","","","","","","","","0";
"808405","75","1","","","","","","","","","","","0";
"808405","101","6","4","","","","","","","","","","0";
"808405","81","8","","","","","","","","","","","0";
"808405","103","2","","","","","","","","","","","0";
"808405","105","1","","","","","","","","","","","0";
"808405","107","1","","","","","","","","","","","0";
"808405","109","","","","","","","","","","","","0";
"808405","69","1","","","","","","","","","","","0";
"808405","111","9","","","","","","","","","","","0";
"808405","113","9","","","","","","","","","","","0";
"808405","2","1","","","","","","","","","","","0";
"808405","4","1","","","","","","","","","","","0";
"808405","6","1","","","","","","","","","","","0";
"808405","8","1","","","","","","","","","","","0";
"808405","10","8","","","","","","","","","","","0";
"808405","12","1","","","","","","","","","","","0";
"808405","14","1","","","","","","","","","","","0";
"808405","16","1","","","","","","","","","","","0";
"808405","18","2","8","","","","","","","","","","0";
"808405","20","1","","","","","","","","","","","0";
"808405","30","1","","","","","","","","","","","0";
"808405","34","1","","","","","","","","","","","0";
"808405","36","8","1","","","","","","","","","","0";
"808405","38","1","","","","","","","","","","","0";
"808405","40","1","","","","","","","","","","","0";
"808405","42","7","","","","","","","","","","","0";
"808405","44","6","4","3","5","","","","","","","","0";
"808405","46","1","","","","","","","","","","","0";
"808405","50","1","","","","","","","","","","","0";
"808405","52","1","","","","","","","","","","","0";
"808405","48","2","","","","","","","","","","","0";
"808405","32","1","","","","","","","","","","","0";
"808405","28","1","","","","","","","","","","","0";
"808405","22","1","","","","","","","","","","","0";
"808405","24","1","","","","","","","","","","","0";
"808405","26","6","4","3","5","","","","","","","","0";
"808405","54","1","","","","","","","","","","","0";
"808405","56","1","","","","","","","","","","","0";
"808405","58","7","","","","","","","","","","","0";
"808405","60","1","","","","","","","","","","","0";
"808405","62","1","","","","","","","","","","","0";
"808405","64","9","","","","","","","","","","","0";
"808405","66","1","","","","","","","","","","","0";
"808405","68","9","","","","","","","","","","","0";
"808405","70","2","1","","","","","","","","","","0";
"808405","72","1","","","","","","","","","","","0";
"808405","74","1","","","","","","","","","","","0";
"808405","76","1","","","","","","","","","","","0";
"808405","78","8","1","","","","","","","","","","0";
"808405","80","8","","","","","","","","","","","0";
"808405","82","1","","","","","","","","","","","0";
"808405","84","1","","","","","","","","","","","0";
"808405","88","1","","","","","","","","","","","0";
"808405","90","1","","","","","","","","","","","0";
"808405","92","1","","","","","","","","","","","0";
"808405","94","1","","","","","","","","","","","0";
"808405","96","2","8","","","","","","","","","","0";
"808405","98","6","4","","","","","","","","","","0";
"808405","100","2","8","","","","","","","","","","0";
"808405","102","7","","","","","","","","","","","0";
"808405","104","8","","","","","","","","","","","0";
"808405","108","8","","","","","","","","","","","0";
"808405","86","1","","","","","","","","","","","0";
"808405","106","1","","","","","","","","","","","0";
"808405","110","","","","","","","","","","","","0";
"808405","112","1","","","","","","","","","","","0";
"808405","114","1","","","","","","","","","","","0";
"808405","116","1","","","","","","","","","","","0";
"808405","118","9","","","","","","","","","","","0";
"808405","120","9","","","","","","","","","","","0";
