"802427","54","362110791","","","","","","","","","","","18100","0";
"802427","56","362110791","","","","","","","","","","","18100","0";
"802427","58","362110791","","","","","","","","","","","18100","0";
"802427","62","362110791","","","","","","","","","","","18100","0";
"802427","64","362110791","","","","","","","","","","","18100","0";
"802427","69","362110791","","","","","","","","","","","18100","0";
"802427","71","362110791","","","","","","","","","","","18100","0";
"802427","73","362110791","","","","","","","","","","","18100","0";
"802427","84","362110791","","","","","","","","","","","18100","0";
"802427","86","362110791","","","","","","","","","","","18100","0";
"802427","88","362110791","","","","","","","","","","","18100","0";
"802427","92","362110791","","","","","","","","","","","18100","0";
"802427","94","362110791","","","","","","","","","","","18100","0";
"802427","95","362110791","","","","","","","","","","","18100","0";
"802427","97","362110791","","","","","","","","","","","18100","0";
"802427","99","362110791","","","","","","","","","","","18100","0";
"802427","105","362110791","","","","","","","","","","","18100","0";
"802427","107","362110791","","","","","","","","","","","18100","0";
"802427","109","362110791","","","","","","","","","","","18100","0";
"802427","111","362110791","","","","","","","","","","","18100","0";
"802450","28","362110793","","","","","","","","","","","18080","0";
"802452","29","362110793","","","","","","","","","","","18080","0";
"802453","11","362110793","","","","","","","","","","","18080","0";
"802453","18","362110793","","","","","","","","","","","18080","0";
"802453","21","362110793","","","","","","","","","","","18080","0";
"802454","6","362110793","","","","","","","","","","","18080","0";
"802454","8","362110793","","","","","","","","","","","18080","0";
"802454","10","362110793","","","","","","","","","","","18080","0";
"802454","11","362110793","","","","","","","","","","","18080","0";
"802454","17","362110793","","","","","","","","","","","18080","0";
"802454","19","362110793","","","","","","","","","","","18080","0";
"802454","20","362110793","","","","","","","","","","","18080","0";
"802454","21","362110793","","","","","","","","","","","18080","0";
"802454","23","362110793","","","","","","","","","","","18080","0";
"802454","43","362110793","","","","","","","","","","","18080","0";
"808405","31","362110791","","","","","","","","","","","18100","0";
"808405","38","362110791","","","","","","","","","","","18100","0";
"808405","106","36211079","","","","","","","","","","","18020","0";
"808405","107","36211079","","","","","","","","","","","18020","0";
"808405","114","362110791","","","","","","","","","","","18100","0";
